pm25,pm10,so2,no2,co,纬度,经度, 
0.61,0.81,0.07,0.17,0.12,30.08,84.69, 
0.37,2.02,0.05,0.14,0.12,30.11,84.84, 
0.41,1.35,0.05,0.14,0.12,30.13,85, 
0.41,1.11,0.06,0.16,0.12,30.16,85.15, 
0.41,0.93,0.05,0.19,0.12,30.18,85.31, 
0.4,0.81,0.05,0.2,0.12,30.21,85.46, 
0.4,0.74,0.05,0.2,0.12,30.23,85.61, 
0.39,0.69,0.05,0.18,0.12,30.26,85.77, 
0.39,0.67,0.05,0.17,0.12,30.28,85.92, 
0.38,0.62,0.05,0.15,0.12,30.3,86.08, 
0.34,0.56,0.04,0.14,0.12,30.33,86.23, 
0.27,1.41,0.04,0.13,0.12,30.35,86.39, 
0.28,1.27,0.04,0.14,0.12,30.38,86.54, 
0.27,0.9,0.04,0.13,0.12,30.4,86.7, 
0.27,0.77,0.04,0.13,0.12,30.42,86.86, 
0.27,0.68,0.04,0.14,0.12,30.45,87.01, 
0.27,0.59,0.04,0.14,0.12,30.47,87.17, 
0.27,0.45,0.03,0.14,0.12,30.49,87.32, 
0.26,0.4,0.04,0.13,0.12,30.51,87.48, 
0.25,0.37,0.03,0.13,0.12,30.54,87.63, 
0.25,0.35,0.03,0.12,0.12,30.56,87.79, 
0.24,0.34,0.03,0.12,0.12,30.58,87.95, 
0.24,0.33,0.03,0.12,0.12,30.6,88.1, 
0.24,0.31,0.03,0.13,0.12,30.62,88.26, 
0.24,0.31,0.03,0.13,0.12,30.64,88.41, 
0.24,0.33,0.03,0.13,0.12,30.66,88.57, 
0.24,0.34,0.03,0.14,0.12,30.69,88.73, 
0.25,0.34,0.03,0.14,0.12,30.71,88.88, 
0.25,0.33,0.03,0.15,0.12,30.73,89.04, 
0.25,0.32,0.03,0.15,0.12,30.75,89.2, 
0.25,0.31,0.03,0.14,0.12,30.77,89.35, 
0.25,0.31,0.03,0.14,0.12,30.79,89.51, 
0.24,0.52,0.03,0.13,0.12,30.81,89.66, 
0.25,0.42,0.03,0.14,0.12,30.83,89.82, 
0.23,0.58,0.03,0.13,0.12,30.85,89.98, 
0.24,0.43,0.03,0.14,0.12,30.86,90.14, 
0.25,0.39,0.03,0.15,0.12,30.88,90.29, 
0.25,0.39,0.03,0.16,0.12,30.9,90.45, 
0.26,0.36,0.03,0.16,0.12,30.92,90.61, 
0.27,0.34,0.03,0.18,0.12,30.94,90.76, 
0.27,0.33,0.03,0.2,0.12,30.96,90.92, 
0.28,0.33,0.03,0.21,0.12,30.97,91.08, 
0.28,0.34,0.03,0.21,0.12,30.99,91.24, 
0.29,0.35,0.03,0.21,0.12,31.01,91.39, 
0.31,0.38,0.03,0.26,0.12,31.03,91.55, 
0.33,0.43,0.03,0.29,0.13,31.04,91.71, 
0.36,0.5,0.03,0.3,0.13,31.06,91.87, 
0.4,0.58,0.03,0.31,0.14,31.08,92.02, 
0.42,0.61,0.03,0.32,0.14,31.09,92.18, 
0.4,0.58,0.03,0.35,0.13,31.11,92.34, 
0.37,0.5,0.03,0.35,0.13,31.13,92.5, 
0.37,0.48,0.03,0.33,0.12,31.14,92.65, 
0.38,0.48,0.03,0.34,0.12,31.16,92.81, 
0.38,0.46,0.03,0.34,0.12,31.17,92.97, 
0.36,0.42,0.03,0.3,0.12,31.19,93.13, 
0.34,0.39,0.03,0.27,0.12,31.2,93.29, 
0.35,0.39,0.03,0.27,0.12,31.22,93.44, 
0.35,0.41,0.03,0.26,0.12,31.23,93.6, 
0.36,0.41,0.03,0.27,0.12,31.25,93.76, 
0.39,0.44,0.03,0.3,0.12,31.26,93.92, 
0.45,0.5,0.03,0.31,0.12,31.28,94.08, 
0.57,0.62,0.04,0.33,0.12,31.29,94.24, 
0.68,0.74,0.04,0.37,0.12,31.3,94.39, 
0.79,0.85,0.04,0.37,0.12,31.32,94.55, 
1.02,1.09,0.05,0.32,0.12,31.33,94.71, 
1.15,1.22,0.05,0.3,0.12,31.34,94.87, 
1.24,1.31,0.05,0.31,0.12,31.36,95.03, 
1.24,1.3,0.05,0.33,0.12,31.37,95.19, 
1.25,1.32,0.06,0.35,0.12,31.38,95.35, 
1.38,1.45,0.06,0.4,0.12,31.39,95.5, 
1.43,1.51,0.06,0.44,0.12,31.41,95.66, 
1.39,1.47,0.06,0.46,0.12,31.42,95.82, 
1.4,1.49,0.06,0.46,0.12,31.43,95.98, 
1.48,1.58,0.06,0.44,0.12,31.44,96.14, 
1.59,1.74,0.06,0.53,0.12,31.45,96.3, 
1.74,2.02,0.07,0.69,0.13,31.46,96.46, 
2.01,2.89,0.08,1.51,0.15,31.47,96.62, 
2.52,4.74,0.09,3.29,0.21,31.48,96.78, 
3.47,7.54,0.09,5.78,0.28,31.49,96.93, 
5.73,12.77,0.09,7.58,0.37,31.5,97.09, 
5.41,12.15,0.09,8.7,0.36,31.51,97.25, 
4.06,8.67,0.09,6.07,0.28,31.52,97.41, 
2.95,5.36,0.09,2.98,0.2,31.53,97.57, 
2.33,3.26,0.08,1.26,0.15,31.54,97.73, 
2.12,2.45,0.08,0.7,0.12,31.55,97.89, 
2.05,2.22,0.08,0.57,0.11,31.56,98.05, 
2.02,2.14,0.08,0.52,0.11,31.57,98.21, 
1.97,2.08,0.07,0.63,0.11,31.58,98.37, 
1.91,2.02,0.1,1.21,0.12,31.59,98.53, 
1.79,1.91,0.11,1.27,0.12,31.6,98.69, 
1.72,1.85,0.11,1.11,0.12,31.6,98.85, 
1.71,1.84,0.12,1.15,0.12,31.61,99.01, 
1.9,2.02,0.13,1.05,0.12,31.62,99.17, 
1.96,2.08,0.13,0.91,0.12,31.63,99.32, 
2.02,2.14,0.16,0.89,0.12,31.63,99.48, 
2.11,2.25,0.2,0.94,0.12,31.64,99.64, 
2.15,2.31,0.23,1.33,0.12,31.65,99.8, 
2.28,2.45,0.28,1.73,0.13,31.65,99.96, 
2.26,2.43,0.28,1.73,0.13,31.66,100.12, 
2.24,2.44,0.26,1.8,0.13,31.67,100.28, 
2.21,2.55,0.26,2.15,0.14,31.67,100.44, 
2.17,2.55,0.26,2.67,0.15,31.68,100.6, 
2.61,3.14,0.32,3.79,0.18,31.68,100.76, 
3.59,4.42,0.4,5.53,0.23,31.69,100.92, 
4.72,5.92,0.46,6.12,0.25,31.69,101.08, 
6.87,8.77,0.79,7.57,0.27,31.7,101.24, 
8.66,11.09,1.01,8.46,0.29,31.7,101.4, 
10.47,13.63,0.9,9.64,0.33,31.71,101.56, 
8.22,10.95,0.61,8.1,0.29,31.71,101.72, 
6.52,8.42,0.7,6.43,0.25,31.72,101.88, 
4.26,4.92,0.74,4.41,0.18,31.72,102.04, 
5.44,6.42,0.96,3.83,0.18,31.72,102.2, 
5.87,6.96,0.85,2.8,0.16,31.73,102.36, 
6.49,7.66,0.61,1.8,0.15,31.73,102.52, 
6.13,7.3,0.55,1.58,0.14,31.73,102.68, 
5.72,6.91,0.5,1.41,0.14,31.74,102.84, 
5.71,7.02,0.52,1.39,0.14,31.74,103, 
6.43,8.11,0.69,1.53,0.15,31.74,103.16, 
11.61,15.18,1.59,2.4,0.18,31.74,103.32, 
16.49,21.84,2.43,3.34,0.22,31.75,103.48, 
25.77,34.65,3.97,6.01,0.31,31.75,103.64, 
38.1,49.97,6.31,10.11,0.42,31.75,103.8, 
45.27,58.53,7.55,13.46,0.49,31.75,103.96, 
46.66,58.23,8.14,13.38,0.49,31.75,104.12, 
56.48,71.32,8.66,15.24,0.6,31.75,104.28, 
59.32,74.8,8.69,16.51,0.65,31.75,104.44, 
65.28,83.8,9.4,20.47,0.75,31.75,104.6, 
63.76,84.15,10.51,24.84,0.81,31.75,104.76, 
59.91,82.15,10.79,21.42,0.85,31.75,104.92, 
55.33,78.18,11.33,17.19,0.87,31.75,105.08, 
53.09,77.18,12.22,18.37,0.9,31.75,105.24, 
51.61,77.85,13.14,20.98,0.96,31.75,105.4, 
51.03,80.26,13.8,24.02,1.03,31.75,105.56, 
50.9,84.3,13.79,27.24,1.12,31.75,105.72, 
49.76,85.42,13.41,26.82,1.15,31.75,105.88, 
48.15,82.96,12.72,24.76,1.14,31.75,106.04, 
48.62,82.52,12.4,24.46,1.14,31.75,106.2, 
50.56,82.57,11.96,24.23,1.14,31.75,106.36, 
53.15,83.21,11.71,24.22,1.13,31.75,106.52, 
55.38,83.39,11.21,24.72,1.13,31.74,106.68, 
56.69,82.91,10.77,25.31,1.14,31.74,106.84, 
58.66,82.4,10.73,25.75,1.1,31.74,107, 
60.14,80.77,11.74,25.11,1.03,31.74,107.16, 
60.95,79.53,13.31,23.49,0.98,31.73,107.32, 
62.74,79.7,14.69,21.61,0.93,31.73,107.48, 
66.55,82.3,16.85,19.45,0.87,31.73,107.64, 
68.5,84.72,17.96,18.48,0.81,31.72,107.8, 
68.67,86.07,19.34,16.04,0.74,31.72,107.96, 
69.39,87.22,20.35,13.56,0.69,31.72,108.12, 
69.73,86.78,20.25,11.57,0.66,31.71,108.28, 
71.55,88.29,19.9,9.9,0.66,31.71,108.44, 
71.31,87.32,20.41,8.66,0.65,31.7,108.6, 
70.24,86.16,21.22,8.32,0.64,31.7,108.76, 
69.91,86.51,21.8,8.03,0.64,31.69,108.92, 
73.28,92.53,23.57,8.37,0.66,31.69,109.08, 
74.84,97.41,25.41,9.34,0.69,31.68,109.24, 
69.06,94.21,26.47,9.45,0.7,31.68,109.4, 
71.16,97.28,26.17,10.39,0.72,31.67,109.56, 
79.17,106.05,24.52,10.52,0.73,31.67,109.72, 
83.71,110.03,22.78,10.5,0.74,31.66,109.88, 
84.09,111.27,21.73,9.76,0.74,31.65,110.04, 
83.69,108.55,20.83,8.45,0.7,31.65,110.2, 
88.54,113.67,19.38,9.13,0.72,31.64,110.36, 
97.1,123.87,18.58,10.81,0.76,31.63,110.52, 
98.13,126.68,17.85,12.45,0.8,31.63,110.68, 
94.33,126.64,16.23,14.11,0.84,31.62,110.84, 
94.51,129.74,14.8,15.58,0.87,31.61,110.99, 
95.61,132.3,14.1,16.46,0.89,31.6,111.15, 
97.77,134.18,13.59,16.9,0.9,31.6,111.31, 
104.03,141.5,13.36,18.9,0.95,31.59,111.47, 
116.36,157.58,13.32,23.45,1.05,31.58,111.63, 
151.75,199.09,13.02,33.52,1.33,31.57,111.79, 
183.2,234.52,12.81,41.53,1.54,31.56,111.95, 
202.24,254.96,12.48,45.44,1.66,31.55,112.11, 
201.52,255.37,11.58,42.98,1.67,31.54,112.27, 
190.05,249.14,11.71,40.23,1.64,31.53,112.43, 
176.37,241.26,13.21,37.07,1.59,31.52,112.59, 
169.02,238.87,13.17,35.6,1.59,31.51,112.75, 
161.64,236.08,13.17,34.67,1.59,31.5,112.91, 
154.6,232.85,11.77,33.46,1.6,31.49,113.07, 
148.18,232.44,8.24,33.62,1.63,31.48,113.22, 
142,229.6,8.57,32.51,1.61,31.47,113.38, 
138.83,232.94,9.84,30.74,1.62,31.46,113.54, 
137.52,237.49,11,30.34,1.64,31.45,113.7, 
140.01,246.91,11.22,31.27,1.67,31.44,113.86, 
144.37,257.65,11.02,32.14,1.71,31.43,114.02, 
148.6,266.11,12.85,30.78,1.73,31.42,114.18, 
151.16,268.61,14.21,28.71,1.77,31.41,114.34, 
152.31,261.38,14.89,27.71,1.8,31.39,114.5, 
145.47,237.12,13.2,25.96,1.74,31.38,114.65, 
137.03,215.61,11.73,24.55,1.62,31.37,114.81, 
129.86,203.09,8.6,23.83,1.56,31.36,114.97, 
120.22,185.41,8.28,21.15,1.5,31.34,115.13, 
105.03,159.02,7.78,16.65,1.36,31.33,115.29, 
95.35,144.3,7.37,14.63,1.25,31.32,115.45, 
94.11,144.12,7.64,15.93,1.19,31.3,115.61, 
97.7,147.99,8.28,18.25,1.18,31.29,115.76, 
102.47,153.12,8.76,20.14,1.18,31.28,115.92, 
109.87,161.79,8.46,22.5,1.21,31.26,116.08, 
116.51,173.06,7.72,24.12,1.25,31.25,116.24, 
121.95,181.65,6.9,25.33,1.27,31.23,116.4, 
124.34,186.56,6.32,26.41,1.26,31.22,116.56, 
126.62,189.84,6.19,28.73,1.26,31.2,116.71, 
129.09,194.82,5.88,31.06,1.26,31.19,116.87, 
128.18,196.78,5.73,33.1,1.28,31.17,117.03, 
134.17,200.06,5.53,36.42,1.34,31.16,117.19, 
145.55,207.87,5.65,40.02,1.43,31.14,117.35, 
157.23,216.49,6.15,43.35,1.53,31.13,117.5, 
163.11,221.96,6.76,47.34,1.63,31.11,117.66, 
170.53,228.27,7.44,53.93,1.74,31.09,117.82, 
172.36,224.06,8.33,56.79,1.83,31.08,117.98, 
171.75,216.79,9.17,58.52,1.87,31.06,118.13, 
167.51,205.9,9.22,58.74,1.81,31.04,118.29, 
159.61,193.52,9.18,58.66,1.74,31.03,118.45, 
146.32,177.62,9.05,56.37,1.62,31.01,118.61, 
134.89,165.85,8.98,56.1,1.51,30.99,118.76, 
123.82,157.16,9.02,56.15,1.45,30.97,118.92, 
105.4,142.72,8.93,52.98,1.3,30.96,119.08, 
93.13,134.96,8.77,51.52,1.21,30.94,119.24, 
87,134.96,8.86,52.09,1.19,30.92,119.39, 
84.05,138.14,9.15,55.9,1.17,30.9,119.55, 
81.74,140.21,9.36,61.47,1.15,30.88,119.71, 
81.86,144.45,9.55,67.65,1.16,30.86,119.86, 
84.46,151.46,9.77,75.71,1.18,30.85,120.02, 
87.53,156.89,9.89,83.09,1.16,30.83,120.18, 
85.57,150.12,9.51,86.44,1.04,30.81,120.34, 
76.98,136.75,9.32,87.66,0.92,30.79,120.49, 
65.16,118.29,8.79,84.44,0.8,30.77,120.65, 
53.85,94.72,7.33,69.08,0.64,30.75,120.8, 
43.8,79.46,7,61.4,0.55,30.73,120.96, 
34.88,61.78,7,49.24,0.44,30.71,121.12, 
1.13,1.29,0.17,0.39,0.12,29.86,82.66, 
1.01,1.14,0.15,0.34,0.12,29.89,82.81, 
0.92,1.04,0.14,0.31,0.12,29.92,82.96, 
0.81,0.92,0.11,0.3,0.12,29.95,83.12, 
0.69,0.79,0.1,0.28,0.12,29.97,83.27, 
0.64,0.76,0.09,0.27,0.12,30,83.42, 
0.61,0.75,0.08,0.24,0.12,30.03,83.58, 
0.58,0.79,0.08,0.21,0.12,30.06,83.73, 
0.55,0.75,0.07,0.2,0.12,30.08,83.89, 
0.53,0.7,0.07,0.19,0.12,30.11,84.04, 
0.51,0.68,0.07,0.17,0.12,30.14,84.19, 
0.51,0.68,0.06,0.17,0.12,30.16,84.35, 
0.51,0.65,0.06,0.17,0.12,30.19,84.5, 
0.5,0.63,0.06,0.16,0.12,30.21,84.66, 
0.48,0.6,0.06,0.16,0.12,30.24,84.81, 
0.45,0.56,0.06,0.15,0.12,30.27,84.97, 
0.43,0.53,0.06,0.17,0.12,30.29,85.12, 
0.42,0.51,0.06,0.2,0.12,30.32,85.28, 
0.4,0.49,0.05,0.2,0.12,30.34,85.43, 
0.38,0.49,0.05,0.18,0.12,30.37,85.59, 
0.37,0.53,0.05,0.17,0.12,30.39,85.74, 
0.38,0.53,0.05,0.16,0.12,30.41,85.9, 
0.35,0.47,0.05,0.15,0.12,30.44,86.05, 
0.31,0.42,0.04,0.14,0.12,30.46,86.21, 
0.28,0.77,0.04,0.14,0.12,30.49,86.36, 
0.27,0.88,0.04,0.14,0.12,30.51,86.52, 
0.26,0.75,0.04,0.14,0.12,30.53,86.67, 
0.26,0.71,0.04,0.14,0.12,30.56,86.83, 
0.25,0.65,0.04,0.14,0.12,30.58,86.98, 
0.25,0.6,0.03,0.14,0.12,30.6,87.14, 
0.26,0.45,0.03,0.14,0.12,30.63,87.3, 
0.26,0.38,0.04,0.14,0.12,30.65,87.45, 
0.25,0.36,0.03,0.13,0.12,30.67,87.61, 
0.25,0.34,0.03,0.13,0.12,30.69,87.76, 
0.25,0.33,0.03,0.13,0.12,30.71,87.92, 
0.24,0.32,0.03,0.13,0.12,30.74,88.08, 
0.24,0.31,0.03,0.13,0.12,30.76,88.23, 
0.24,0.31,0.03,0.13,0.12,30.78,88.39, 
0.24,0.37,0.03,0.13,0.12,30.8,88.55, 
0.25,0.37,0.03,0.14,0.12,30.82,88.7, 
0.25,0.35,0.03,0.16,0.12,30.84,88.86, 
0.26,0.33,0.03,0.17,0.12,30.86,89.01, 
0.26,0.32,0.03,0.16,0.12,30.88,89.17, 
0.26,0.31,0.03,0.16,0.12,30.9,89.33, 
0.26,0.31,0.03,0.16,0.12,30.92,89.49, 
0.23,0.71,0.03,0.13,0.12,30.94,89.64, 
0.25,0.55,0.03,0.15,0.12,30.96,89.8, 
0.23,0.82,0.03,0.13,0.12,30.98,89.96, 
0.24,0.61,0.03,0.15,0.12,31,90.11, 
0.25,0.45,0.03,0.17,0.12,31.02,90.27, 
0.25,0.39,0.03,0.18,0.12,31.04,90.43, 
0.26,0.36,0.03,0.18,0.12,31.05,90.58, 
0.27,0.34,0.03,0.18,0.12,31.07,90.74, 
0.27,0.33,0.03,0.18,0.12,31.09,90.9, 
0.27,0.32,0.03,0.19,0.12,31.11,91.06, 
0.28,0.34,0.03,0.2,0.12,31.13,91.21, 
0.32,0.39,0.03,0.2,0.13,31.14,91.37, 
0.53,0.62,0.03,0.26,0.13,31.16,91.53, 
0.98,1.09,0.03,0.32,0.15,31.18,91.69, 
1.51,1.7,0.03,0.4,0.18,31.2,91.85, 
1.88,2.21,0.03,0.48,0.2,31.21,92, 
2.1,2.49,0.03,0.54,0.2,31.23,92.16, 
1.83,2.14,0.03,0.54,0.19,31.25,92.32, 
1.29,1.51,0.03,0.46,0.16,31.26,92.48, 
0.78,0.95,0.03,0.39,0.14,31.28,92.64, 
0.5,0.66,0.03,0.37,0.13,31.29,92.79, 
0.41,0.51,0.03,0.33,0.12,31.31,92.95, 
0.36,0.41,0.03,0.29,0.12,31.32,93.11, 
0.34,0.39,0.03,0.27,0.12,31.34,93.27, 
0.34,0.39,0.03,0.26,0.12,31.35,93.43, 
0.35,0.4,0.03,0.29,0.12,31.37,93.59, 
0.36,0.41,0.03,0.31,0.12,31.38,93.74, 
0.37,0.42,0.03,0.33,0.12,31.4,93.9, 
0.4,0.45,0.03,0.31,0.12,31.41,94.06, 
0.46,0.51,0.03,0.31,0.12,31.42,94.22, 
0.52,0.58,0.03,0.34,0.12,31.44,94.38, 
0.56,0.63,0.04,0.48,0.12,31.45,94.54, 
0.82,0.89,0.04,0.43,0.12,31.47,94.7, 
0.89,0.96,0.05,0.4,0.12,31.48,94.85, 
1.02,1.09,0.05,0.41,0.12,31.49,95.01, 
1,1.06,0.05,0.42,0.12,31.5,95.17, 
1.08,1.15,0.05,0.43,0.12,31.52,95.33, 
1.14,1.22,0.06,0.45,0.12,31.53,95.49, 
1.15,1.22,0.05,0.43,0.12,31.54,95.65, 
1.14,1.21,0.05,0.4,0.12,31.55,95.81, 
1.15,1.22,0.05,0.38,0.12,31.56,95.97, 
1.21,1.29,0.06,0.38,0.12,31.58,96.13, 
1.31,1.41,0.06,0.46,0.12,31.59,96.29, 
1.4,1.57,0.07,0.57,0.12,31.6,96.44, 
1.35,1.72,0.09,0.73,0.13,31.61,96.6, 
1.42,2.24,0.1,1.25,0.15,31.62,96.76, 
1.82,3.33,0.1,2.05,0.18,31.63,96.92, 
2.65,4.97,0.08,2.55,0.21,31.64,97.08, 
2.52,4.56,0.08,2.3,0.19,31.65,97.24, 
2.1,3.43,0.08,1.48,0.16,31.66,97.4, 
1.98,2.78,0.08,1.04,0.14,31.67,97.56, 
1.89,2.25,0.08,0.68,0.12,31.68,97.72, 
1.85,2.05,0.07,0.56,0.12,31.69,97.88, 
1.83,1.96,0.07,0.51,0.11,31.7,98.04, 
1.81,1.92,0.07,0.51,0.11,31.71,98.2, 
1.79,1.9,0.08,0.76,0.12,31.71,98.36, 
1.81,1.96,0.11,1.38,0.12,31.72,98.52, 
1.67,1.82,0.12,1.44,0.12,31.73,98.68, 
1.54,1.68,0.11,1.08,0.12,31.74,98.84, 
1.29,1.39,0.11,0.96,0.12,31.75,99, 
1.58,1.68,0.12,0.99,0.12,31.75,99.16, 
1.76,1.87,0.12,0.9,0.12,31.76,99.32, 
1.85,1.97,0.14,0.9,0.12,31.77,99.48, 
1.93,2.06,0.19,1.04,0.12,31.78,99.64, 
1.98,2.12,0.22,1.43,0.12,31.78,99.8, 
1.99,2.13,0.23,1.53,0.12,31.79,99.96, 
1.97,2.12,0.23,1.52,0.12,31.8,100.12, 
1.94,2.12,0.22,1.67,0.13,31.8,100.28, 
1.95,2.23,0.22,2,0.13,31.81,100.44, 
1.95,2.28,0.23,2.26,0.15,31.81,100.6, 
2.24,2.65,0.26,3.08,0.17,31.82,100.76, 
2.9,3.52,0.31,4.51,0.2,31.82,100.92, 
3.98,5,0.38,6.08,0.24,31.83,101.08, 
5.95,7.63,0.68,7.55,0.26,31.83,101.24, 
7.18,9.18,0.85,8.09,0.28,31.84,101.4, 
9.06,11.8,0.79,9.94,0.32,31.84,101.56, 
7.51,10.12,0.54,8.99,0.3,31.85,101.72, 
6.01,7.92,0.6,7.18,0.25,31.85,101.88, 
3.56,4.02,0.56,4.73,0.17,31.86,102.04, 
4.25,4.83,0.65,4.06,0.17,31.86,102.2, 
3.8,4.33,0.52,2.92,0.15,31.86,102.36, 
4.31,4.93,0.43,1.91,0.14,31.87,102.52, 
4.75,5.52,0.44,1.65,0.14,31.87,102.68, 
4.35,5.12,0.41,1.27,0.13,31.87,102.84, 
4.49,5.38,0.41,1.24,0.13,31.87,103, 
5.76,7.08,0.64,1.59,0.14,31.88,103.16, 
11.42,14.36,1.64,2.7,0.18,31.88,103.32, 
14.46,18.49,2.19,3.2,0.21,31.88,103.48, 
19.56,25.21,3.12,4.34,0.25,31.88,103.64, 
27.66,35.4,4.75,6.18,0.32,31.89,103.8, 
39.23,49.61,7.29,9.49,0.42,31.89,103.96, 
42.01,52.13,8.03,9.92,0.45,31.89,104.12, 
45.53,56.5,8.22,10.85,0.49,31.89,104.28, 
51.06,63.33,8.63,13.97,0.56,31.89,104.44, 
60.01,75.86,9.68,21.48,0.68,31.89,104.6, 
59.62,77.4,11.42,29.45,0.75,31.89,104.76, 
55.1,74.88,11.62,24.25,0.78,31.89,104.92, 
52.04,73.51,11.69,15.43,0.83,31.89,105.08, 
50.78,74.2,12.56,16.88,0.89,31.89,105.24, 
49.24,74.73,13.49,19.53,0.95,31.89,105.4, 
47.94,75.93,14.4,22.83,1.01,31.89,105.56, 
47.08,78.11,14.51,24.84,1.07,31.89,105.72, 
45.88,78.08,14.14,23.99,1.07,31.89,105.88, 
45.16,77.19,13.34,23.72,1.08,31.89,106.04, 
46.2,77.71,12.95,24.5,1.1,31.89,106.2, 
48.45,79.03,12.54,24.77,1.12,31.88,106.36, 
50.57,80.32,12.08,24.99,1.15,31.88,106.52, 
53.13,81.34,11.66,25.43,1.17,31.88,106.68, 
55.38,82.11,11.55,25.57,1.18,31.88,106.84, 
59.01,83.37,11.85,24.45,1.12,31.87,107, 
62.07,83.57,12.49,23.84,1.05,31.87,107.16, 
62.92,82.08,13.86,22.89,0.98,31.87,107.32, 
63.64,80.93,15.53,20.5,0.9,31.87,107.48, 
67.85,83.94,16.82,18.43,0.85,31.86,107.64, 
70.17,85.93,18.08,16.97,0.78,31.86,107.8, 
69.98,85.9,19.54,14.82,0.73,31.86,107.96, 
69.96,86.04,20.66,12.72,0.68,31.85,108.12, 
69.7,84.74,21.49,10.53,0.63,31.85,108.28, 
71.74,86.62,20.81,9.48,0.62,31.84,108.44, 
69.65,83.74,21.52,8.42,0.61,31.84,108.6, 
67.91,81.39,22.3,7.65,0.59,31.83,108.76, 
68.48,82.76,22.39,7.31,0.59,31.83,108.92, 
73.86,92.06,22.62,7.72,0.62,31.82,109.08, 
76.18,97.71,24.1,8.41,0.65,31.82,109.24, 
71.98,95.71,24.16,8.51,0.66,31.81,109.4, 
72.06,96.3,23.94,9.3,0.67,31.81,109.56, 
77.02,102.6,23.96,9.81,0.7,31.8,109.72, 
82.24,110.24,21.4,10.33,0.75,31.8,109.88, 
84.41,116.23,21.31,10.56,0.78,31.79,110.04, 
85.87,116.49,20.03,9.55,0.76,31.78,110.2, 
88.63,116.37,19.49,9.43,0.75,31.78,110.36, 
92.99,121.17,18.14,10.37,0.77,31.77,110.52, 
94.2,122.85,17.6,11.59,0.8,31.76,110.68, 
91.58,125.33,15.81,13.67,0.86,31.75,110.84, 
92.65,130.38,14.35,15.1,0.9,31.75,111, 
94.6,133.31,13.6,16.07,0.92,31.74,111.16, 
97.06,135.55,12.99,16.74,0.92,31.73,111.32, 
103.4,143.9,12.65,19.23,0.97,31.72,111.48, 
116.15,161.29,12.42,23.71,1.1,31.71,111.64, 
153.02,204.61,12.03,34.71,1.41,31.71,111.8, 
188.42,242.59,11.58,43.43,1.64,31.7,111.96, 
204.51,257.96,11.22,46.61,1.71,31.69,112.12, 
197.85,251.11,11.23,43.07,1.66,31.68,112.28, 
187.35,244.62,11.17,40.56,1.62,31.67,112.44, 
175.47,237.03,12.58,37.91,1.57,31.66,112.6, 
169.67,237.06,12.1,36.94,1.59,31.65,112.76, 
162.9,236.56,11.32,35.95,1.61,31.64,112.92, 
154.41,232.7,10.28,35.3,1.61,31.63,113.08, 
147.04,232.58,6.48,36.44,1.67,31.62,113.24, 
141.43,232.04,6.96,34.93,1.64,31.61,113.4, 
139.11,235.26,10.35,31.52,1.6,31.6,113.56, 
139.03,241.86,11.55,31.59,1.62,31.59,113.71, 
141.58,251.3,11.26,33.32,1.65,31.58,113.87, 
147.22,264.72,10.14,35.03,1.7,31.56,114.03, 
151.63,275.65,11.87,33.24,1.74,31.55,114.19, 
153.88,279.31,13.94,31.26,1.76,31.54,114.35, 
155.26,276.16,14.84,30.45,1.8,31.53,114.51, 
151.75,260.67,13.72,28.89,1.77,31.52,114.67, 
147.07,245.36,11.44,27.5,1.69,31.5,114.83, 
136.23,225.58,8.66,25.83,1.55,31.49,114.99, 
127.15,212.47,7.74,24.46,1.51,31.48,115.15, 
110.93,182.71,7.36,20.8,1.37,31.47,115.3, 
100.56,164.86,7.17,18.38,1.27,31.45,115.46, 
101.71,167.22,7.45,20.44,1.25,31.44,115.62, 
104.39,169.39,8.04,21.51,1.25,31.42,115.78, 
109.05,173.5,8.44,22.29,1.24,31.41,115.94, 
113.61,180.84,8.14,24.13,1.26,31.4,116.1, 
114.05,187.08,6.97,26.71,1.32,31.38,116.26, 
114.55,194.68,5.58,28.54,1.35,31.37,116.41, 
120.26,197.85,4.91,28.93,1.32,31.35,116.57, 
122.15,203.28,4.83,31.35,1.32,31.34,116.73, 
123.68,201.92,5.04,33.16,1.29,31.32,116.89, 
128.82,202.72,5.19,35.59,1.3,31.31,117.05, 
136.98,204.1,5.37,38.89,1.35,31.29,117.21, 
148.11,211.22,5.86,42.82,1.45,31.28,117.36, 
157.88,218.85,6.63,46.98,1.57,31.26,117.52, 
163.07,223.03,7.36,51.41,1.7,31.25,117.68, 
167.05,224.33,8.05,55.29,1.79,31.23,117.84, 
168.25,224.06,8.6,60.33,1.88,31.21,118, 
169.1,218.81,9.37,60.17,1.94,31.2,118.15, 
167.28,211.68,9.72,60.13,1.91,31.18,118.31, 
157.15,193.91,9.65,59.09,1.78,31.16,118.47, 
144.64,177.03,9.51,57.57,1.64,31.14,118.63, 
134.28,167.14,9.13,56.4,1.51,31.13,118.79, 
128.2,166.84,8.87,59.46,1.49,31.11,118.94, 
112.64,156.37,9.12,56.67,1.4,31.09,119.1, 
99.59,147.41,8.94,55.2,1.31,31.07,119.26, 
92.26,144.99,9.06,57.42,1.27,31.05,119.42, 
86.86,144.52,9.39,62.11,1.23,31.04,119.57, 
82.55,142.92,9.79,67.3,1.19,31.02,119.73, 
84.87,150.9,9.96,74.03,1.21,31,119.89, 
